,Symptom,Disease
722,"dizziness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
723,"focal weakness ,disturbance of memory ",parkinson disease
724,"dizziness ,abnormal involuntary movements ,problems with movement ,weakness ,disturbance of memory ,stiffness all over ",parkinson disease
725,"abnormal involuntary movements ,difficulty speaking ,problems with movement ,weakness ,leg stiffness or tightness ",parkinson disease
726,"difficulty speaking ,weakness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
727,"difficulty speaking ,weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
728,"weakness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ",parkinson disease
729,"weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
730,"abnormal involuntary movements ,focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
731,"dizziness ,problems with movement ,leg stiffness or tightness ,stiffness all over ",parkinson disease
732,"focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
733,"dizziness ,problems with movement ,weakness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
734,"dizziness ,difficulty speaking ,problems with movement ,focal weakness ,stiffness all over ",parkinson disease
735,"dizziness ,difficulty speaking ,focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
736,"dizziness ,abnormal involuntary movements ,difficulty speaking ,weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
737,"dizziness ,difficulty speaking ,problems with movement ",parkinson disease
738,"dizziness ,difficulty speaking ,weakness ,stiffness all over ",parkinson disease
739,"difficulty speaking ,problems with movement ,weakness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
740,"dizziness ,difficulty speaking ,weakness ,disturbance of memory ,stiffness all over ",parkinson disease
741,"abnormal involuntary movements ,difficulty speaking ,problems with movement ,weakness ,focal weakness ,disturbance of memory ,stiffness all over ",parkinson disease
742,"abnormal involuntary movements ,weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
743,"dizziness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ",parkinson disease
744,"disturbance of memory ,stiffness all over ",parkinson disease
745,"dizziness ,abnormal involuntary movements ,difficulty speaking ,problems with movement ,weakness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
746,"dizziness ,abnormal involuntary movements ,problems with movement ,weakness ,leg stiffness or tightness ",parkinson disease
747,"dizziness ,focal weakness ,disturbance of memory ",parkinson disease
748,"dizziness ,abnormal involuntary movements ,difficulty speaking ,focal weakness ,disturbance of memory ,stiffness all over ",parkinson disease
749,"abnormal involuntary movements ,difficulty speaking ,problems with movement ,focal weakness ,disturbance of memory ,leg stiffness or tightness ",parkinson disease
750,"difficulty speaking ,problems with movement ,weakness ,focal weakness ,stiffness all over ",parkinson disease
751,"abnormal involuntary movements ,focal weakness ",parkinson disease
752,"dizziness ,abnormal involuntary movements ,difficulty speaking ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
753,"dizziness ,difficulty speaking ,focal weakness ",parkinson disease
754,"abnormal involuntary movements ,focal weakness ,leg stiffness or tightness ",parkinson disease
755,"abnormal involuntary movements ,difficulty speaking ,problems with movement ,weakness ,focal weakness ,leg stiffness or tightness ",parkinson disease
756,"dizziness ,problems with movement ,weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
757,"dizziness ,abnormal involuntary movements ,weakness ,focal weakness ,stiffness all over ",parkinson disease
758,"dizziness ,abnormal involuntary movements ,difficulty speaking ,problems with movement ,weakness ,focal weakness ,disturbance of memory ,stiffness all over ",parkinson disease
759,"dizziness ,abnormal involuntary movements ,weakness ,disturbance of memory ,leg stiffness or tightness ",parkinson disease
760,"abnormal involuntary movements ,problems with movement ,weakness ",parkinson disease
761,"dizziness ,weakness ,focal weakness ,disturbance of memory ,stiffness all over ",parkinson disease
762,"dizziness ,abnormal involuntary movements ,weakness ,leg stiffness or tightness ",parkinson disease
763,"abnormal involuntary movements ,difficulty speaking ,weakness ,disturbance of memory ,leg stiffness or tightness ",parkinson disease
764,"dizziness ,difficulty speaking ,weakness ,focal weakness ,disturbance of memory ",parkinson disease
765,"abnormal involuntary movements ,focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
766,"dizziness ,abnormal involuntary movements ,problems with movement ,weakness ,focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
767,"abnormal involuntary movements ,focal weakness ,disturbance of memory ,leg stiffness or tightness ",parkinson disease
768,"dizziness ,abnormal involuntary movements ,focal weakness ,leg stiffness or tightness ",parkinson disease
769,"dizziness ,abnormal involuntary movements ,problems with movement ,weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
770,"dizziness ,abnormal involuntary movements ,difficulty speaking ,leg stiffness or tightness ,stiffness all over ",parkinson disease
771,"dizziness ,problems with movement ,weakness ,focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
772,"difficulty speaking ,focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
773,"dizziness ,abnormal involuntary movements ,focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
774,"difficulty speaking ,weakness ,focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
775,"dizziness ,abnormal involuntary movements ,difficulty speaking ,problems with movement ,weakness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ",parkinson disease
776,"abnormal involuntary movements ,problems with movement ,weakness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
777,"dizziness ,difficulty speaking ,problems with movement ,weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
778,"dizziness ,abnormal involuntary movements ,problems with movement ,leg stiffness or tightness ,stiffness all over ",parkinson disease
779,"dizziness ,abnormal involuntary movements ,focal weakness ,disturbance of memory ,stiffness all over ",parkinson disease
780,"dizziness ,problems with movement ,weakness ,focal weakness ",parkinson disease
781,"focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
782,"abnormal involuntary movements ,weakness ,focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
783,"dizziness ,abnormal involuntary movements ,focal weakness ,stiffness all over ",parkinson disease
784,"dizziness ,difficulty speaking ,problems with movement ,weakness ,focal weakness ,leg stiffness or tightness ",parkinson disease
785,"dizziness ,problems with movement ,weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
786,"dizziness ,weakness ,disturbance of memory ",parkinson disease
787,"dizziness ,abnormal involuntary movements ,difficulty speaking ,problems with movement ,focal weakness ,disturbance of memory ,stiffness all over ",parkinson disease
788,"dizziness ,abnormal involuntary movements ,weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
789,"focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
790,"abnormal involuntary movements ,difficulty speaking ,leg stiffness or tightness ,stiffness all over ",parkinson disease
791,"dizziness ,abnormal involuntary movements ,difficulty speaking ,focal weakness ,disturbance of memory ,leg stiffness or tightness ",parkinson disease
792,"dizziness ,abnormal involuntary movements ,weakness ,disturbance of memory ,stiffness all over ",parkinson disease
793,"abnormal involuntary movements ,difficulty speaking ,weakness ,focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
794,"difficulty speaking ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
795,"abnormal involuntary movements ,problems with movement ,weakness ,focal weakness ",parkinson disease
796,"dizziness ,focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
797,"dizziness ,abnormal involuntary movements ,difficulty speaking ,problems with movement ,weakness ,focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
798,"dizziness ,weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
799,"dizziness ,difficulty speaking ,problems with movement ,weakness ,focal weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
800,"difficulty speaking ,weakness ,leg stiffness or tightness ",parkinson disease
801,"difficulty speaking ,focal weakness ,disturbance of memory ,stiffness all over ",parkinson disease
802,"abnormal involuntary movements ,weakness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
803,"difficulty speaking ,weakness ,disturbance of memory ,stiffness all over ",parkinson disease
804,"abnormal involuntary movements ,weakness ,focal weakness ,disturbance of memory ,leg stiffness or tightness ",parkinson disease
805,"dizziness ,difficulty speaking ,weakness ,leg stiffness or tightness ,stiffness all over ",parkinson disease
806,"difficulty speaking ,disturbance of memory ,leg stiffness or tightness ,stiffness all over ",parkinson disease
807,"abnormal involuntary movements ,difficulty speaking ,problems with movement ,weakness ,disturbance of memory ,stiffness all over ",parkinson disease
808,"dizziness ,abnormal involuntary movements ,weakness ,focal weakness ,disturbance of memory ,stiffness all over ",parkinson disease
809,"dizziness ,abnormal involuntary movements ,difficulty speaking ,problems with movement ,focal weakness ,disturbance of memory ,leg stiffness or tightness ",parkinson disease
810,"abnormal involuntary movements ,focal weakness ,stiffness all over ",parkinson disease
811,"weakness ,disturbance of memory ",parkinson disease
812,"dizziness ,difficulty speaking ,problems with movement ,focal weakness ,leg stiffness or tightness ",parkinson disease
813,"dizziness ,abnormal involuntary movements ,difficulty speaking ,problems with movement ,weakness ,focal weakness ,leg stiffness or tightness ",parkinson disease
