,Symptom,Disease
851,"blood in stool ,headache ,nausea ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
852,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,diarrhea ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
853,"sharp abdominal pain ,vomiting ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
854,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
855,"sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
856,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,decreased appetite ,chills ",infectious gastroenteritis
857,"headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ",infectious gastroenteritis
858,"blood in stool ,sharp abdominal pain ,vomiting ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
859,"vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
860,"blood in stool ,sharp abdominal pain ,nausea ,diarrhea ,burning abdominal pain ,flu-like syndrome ",infectious gastroenteritis
861,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,fever ,flu-like syndrome ",infectious gastroenteritis
862,"blood in stool ,nausea ,chills ,fluid retention ",infectious gastroenteritis
863,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,chills ",infectious gastroenteritis
864,"sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
865,"vomiting ,headache ,burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
866,"sharp abdominal pain ,headache ,nausea ,burning abdominal pain ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
867,"vomiting ,headache ,nausea ,burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
868,"sharp abdominal pain ,vomiting ,nausea ,decreased appetite ,fluid retention ",infectious gastroenteritis
869,"diarrhea ,burning abdominal pain ,chills ,fluid retention ",infectious gastroenteritis
870,"blood in stool ,sharp abdominal pain ,headache ,nausea ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
871,"sharp abdominal pain ,diarrhea ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
872,"sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
873,"blood in stool ,vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ",infectious gastroenteritis
874,"headache ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
875,"diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ",infectious gastroenteritis
876,"vomiting ,nausea ,diarrhea ",infectious gastroenteritis
877,"vomiting ,nausea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
878,"blood in stool ,nausea ,diarrhea ,burning abdominal pain ,fever ",infectious gastroenteritis
879,"blood in stool ,sharp abdominal pain ,headache ,chills ,fluid retention ",infectious gastroenteritis
880,"blood in stool ,sharp abdominal pain ,vomiting ,flu-like syndrome ",infectious gastroenteritis
881,"blood in stool ,diarrhea ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
882,"vomiting ,nausea ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
883,"blood in stool ,headache ,diarrhea ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
884,"blood in stool ,sharp abdominal pain ,nausea ,diarrhea ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
885,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
886,"blood in stool ,sharp abdominal pain ,headache ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
887,"sharp abdominal pain ,headache ,fever ,chills ,fluid retention ",infectious gastroenteritis
888,"blood in stool ,vomiting ,diarrhea ,burning abdominal pain ,fever ,chills ",infectious gastroenteritis
889,"blood in stool ,headache ,nausea ,diarrhea ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
890,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
891,"headache ,nausea ,burning abdominal pain ,chills ,flu-like syndrome ",infectious gastroenteritis
892,"headache ,diarrhea ,fever ,fluid retention ",infectious gastroenteritis
893,"blood in stool ,nausea ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
894,"blood in stool ,sharp abdominal pain ,nausea ,burning abdominal pain ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
895,"blood in stool ,sharp abdominal pain ,diarrhea ,burning abdominal pain ,chills ",infectious gastroenteritis
896,"blood in stool ,vomiting ,headache ,diarrhea ,burning abdominal pain ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
897,"sharp abdominal pain ,vomiting ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
898,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
899,"sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,chills ",infectious gastroenteritis
900,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,decreased appetite ,chills ",infectious gastroenteritis
901,"blood in stool ,headache ,nausea ,diarrhea ,burning abdominal pain ",infectious gastroenteritis
902,"vomiting ,headache ,diarrhea ",infectious gastroenteritis
903,"blood in stool ,sharp abdominal pain ,headache ,burning abdominal pain ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
904,"vomiting ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
905,"blood in stool ,vomiting ,headache ,burning abdominal pain ,fluid retention ",infectious gastroenteritis
906,"vomiting ,headache ,nausea ,burning abdominal pain ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
907,"blood in stool ,nausea ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
908,"blood in stool ,burning abdominal pain ,decreased appetite ,fever ,chills ",infectious gastroenteritis
909,"headache ,nausea ,diarrhea ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
910,"blood in stool ,headache ,fever ,chills ",infectious gastroenteritis
911,"nausea ,burning abdominal pain ,fever ,flu-like syndrome ",infectious gastroenteritis
912,"blood in stool ,sharp abdominal pain ,burning abdominal pain ,chills ,fluid retention ",infectious gastroenteritis
913,"blood in stool ,vomiting ,nausea ,diarrhea ,burning abdominal pain ,fever ,flu-like syndrome ",infectious gastroenteritis
914,"sharp abdominal pain ,nausea ,burning abdominal pain ,decreased appetite ,fluid retention ",infectious gastroenteritis
915,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
916,"headache ,diarrhea ",infectious gastroenteritis
917,"blood in stool ,burning abdominal pain ,fever ",infectious gastroenteritis
918,"blood in stool ,headache ,nausea ,fever ,fluid retention ",infectious gastroenteritis
919,"blood in stool ,vomiting ,nausea ,diarrhea ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
920,"vomiting ,headache ,burning abdominal pain ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
921,"diarrhea ,decreased appetite ,fever ,chills ",infectious gastroenteritis
922,"blood in stool ,sharp abdominal pain ,vomiting ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
923,"blood in stool ,sharp abdominal pain ,headache ,nausea ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
924,"blood in stool ,sharp abdominal pain ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ",infectious gastroenteritis
925,"blood in stool ,headache ,diarrhea ,burning abdominal pain ",infectious gastroenteritis
926,"blood in stool ,sharp abdominal pain ,nausea ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
927,"blood in stool ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
928,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,burning abdominal pain ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
929,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
930,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
931,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,burning abdominal pain ,fever ,flu-like syndrome ",infectious gastroenteritis
932,"blood in stool ,sharp abdominal pain ,diarrhea ,burning abdominal pain ,fever ,chills ",infectious gastroenteritis
933,"sharp abdominal pain ,nausea ,diarrhea ,burning abdominal pain ,chills ,flu-like syndrome ",infectious gastroenteritis
934,"vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,flu-like syndrome ",infectious gastroenteritis
935,"blood in stool ,vomiting ,headache ,nausea ,diarrhea ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
936,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,burning abdominal pain ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
937,"blood in stool ,sharp abdominal pain ,nausea ,diarrhea ,decreased appetite ",infectious gastroenteritis
938,"blood in stool ,headache ,diarrhea ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
939,"blood in stool ,vomiting ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
940,"vomiting ,headache ,burning abdominal pain ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
941,"sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,fever ,chills ",infectious gastroenteritis
942,"blood in stool ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
943,"blood in stool ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
944,"headache ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
945,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
946,"vomiting ,nausea ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
947,"sharp abdominal pain ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
948,"blood in stool ,sharp abdominal pain ,vomiting ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
949,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,fever ,chills ",infectious gastroenteritis
950,"sharp abdominal pain ,vomiting ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
951,"blood in stool ,headache ,nausea ,burning abdominal pain ,decreased appetite ,fever ",infectious gastroenteritis
952,"sharp abdominal pain ,vomiting ,nausea ,diarrhea ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
953,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
954,"sharp abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
955,"blood in stool ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
956,"blood in stool ,vomiting ,diarrhea ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
957,"blood in stool ,sharp abdominal pain ,nausea ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
958,"nausea ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
959,"sharp abdominal pain ,vomiting ,nausea ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
960,"sharp abdominal pain ,headache ,nausea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
961,"headache ,nausea ,fever ,fluid retention ",infectious gastroenteritis
962,"nausea ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
963,"sharp abdominal pain ,nausea ,decreased appetite ,fever ",infectious gastroenteritis
964,"blood in stool ,headache ,nausea ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
965,"sharp abdominal pain ,vomiting ,diarrhea ,decreased appetite ,fever ",infectious gastroenteritis
966,"blood in stool ,vomiting ,diarrhea ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
967,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,flu-like syndrome ",infectious gastroenteritis
968,"blood in stool ,headache ,nausea ,decreased appetite ,fluid retention ",infectious gastroenteritis
969,"blood in stool ,sharp abdominal pain ,vomiting ,diarrhea ,burning abdominal pain ,chills ,flu-like syndrome ",infectious gastroenteritis
970,"blood in stool ,headache ,nausea ,chills ,flu-like syndrome ",infectious gastroenteritis
971,"sharp abdominal pain ,headache ,decreased appetite ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
972,"sharp abdominal pain ,vomiting ,nausea ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
973,"nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
974,"blood in stool ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
975,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
976,"blood in stool ,sharp abdominal pain ,nausea ,burning abdominal pain ",infectious gastroenteritis
977,vomiting ,infectious gastroenteritis
978,"headache ,diarrhea ,decreased appetite ,fever ",infectious gastroenteritis
979,"sharp abdominal pain ,vomiting ,headache ,nausea ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
980,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
